title,description,description_bottom,category
"Epson DS-530 II Color Duplex Document Scanner for PC and Mac with Sheet-fed, Auto Document Feeder (ADF)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fast scan speeds, from a leader in image capturing technology — up to 35 ppm/70 ipm (1); one-pass duplex scanning Easily scan stacks of documents — robust design with 50-page Auto Document Feeder (ADF) Designed for reliability — enhanced features include Slow Speed Mode, programmable jobs and a peak daily duty cycle of up to 4,000 sheets (2) 3-year limited warranty (3) with world-class service and support — includes Advance Exchange with free Next-Business-Day Replacement (4) to minimize downtime Seamless compatibility with most document management systems — includes TWAIN and ISIS drivers for easy integration with existing software World-class performance and productivity — blank page removal, auto-rotation, auto cropping, Dynamic Skew Correction, Dirt Detection, Double-feed Detection and Paper Protection Scan to online storage accounts (5) — intuitively scan to SharePoint, Evernote, Google Drive and more with Epson Document Capture software Generate searchable PDFs and editable Office documents — scan to editable Word, PowerPoint and Excel files or searchable PDF files; OCR software included Versatile paper handling — scan stacks of business and ID cards, single sheets, extra-long pages up to 240"", and folded pages up to 11"" x 17"" (6) Easily automate tasks — includes robust Document Capture Pro software for easily creating and managing scan jobs Show more",,scanners
"Dell PowerEdge R530, R730, R730, R540, R740, R740XD, R820, R830, R7415, R7425 2U Ready Rail Kit - H4X6X","This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Dell PowerEdge 2U Sliding Ready Rail Kit Compatible with Dell PowerEdge R530, R730, R730, R540, R740, R740XD, R820, R830, R7415, and R7425 2U Rackmount Servers",,servers
Lenovo System 9532E5U IBM Flex x240 M5 2xXeon 12Core E5-2690v3 8x16GB 135W Retail,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) M5 Compute Node Package Dimensions: 61 H x 22.9 L x 45.7 W (centimeters) Package Weight: 6.282 kilograms Country of Origin : China  See more product details",,servers
XEON E5-2630 V3 8C 2.4GHZ 20MB,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Country of Origin: CHINA",,servers
Lenovo SQL Server 2016 w/ Windows Server Datacenter 2016 ROK - Base License and Media - 16 Core - DBMS - Reseller Option Kit (ROK) - English - PC,Lenovo SQL Server 2016 License and Media Reseller Option Kit (ROK) 16-Core,,servers
Lenovo DCG X8 X8 X8ml2 Pcie Fh Riser1 Kit,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Product Type:Consumer Electronics Item Package Dimension:9.0 Inches L X 13.5 Inches W X 6.5 Inches H Item Package Weight:1.8 Pounds Country Of Origin: China",,servers
Lenovo Dcg 7xh7a02678 X16 X8 Pcie Fh Riser 1 Kit,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Package Dimensions: 34.29 H x 15.4 L x 22.8 W (centimeters) Package Weight: 0.92 kilograms Country of Origin : China  See more product details",,servers
Lenovo ThinkSystem SR630 - Rack-mountable - Xeon Silver 4208 2.1 GHz 8-core 11MB Cache- 16 GB RAM 24 Slots 750 W 80 Plus Platinum PSU,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Xeon Silver 4208 2.1 GHz 8-core 11MB cache RAM 16 GB, 24 SLOTS Matrox G200 2-way",,servers
Dell 3080 SFF i5 10500 16GB 256GB (0F7VX),"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) UPC: 884116372646 Weight: 13.600 Lbs 3080 Sff I5 10500 16Gb 256Gb Brand: Dell  See more product details",,servers
Dell 7080 SFF i5 10500 8GB 128GB (J4RWM),"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) UPC: 884116374121 Weight: 13.250 Lbs 7080 Sff I5 10500 8Gb 128Gb Brand: Dell  See more product details",,servers
PREC 3240 Compact I7/2.9 16GB 512GB W10,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Product Type: Personal Computer Package Quantity: 1 Package Dimensions: 6.8"" (L) x 23.3"" (W) x 9.7"" (H) Country Of Origin: China  See more product details",,servers
Dell PowerEdge T640 Server Front Security Bezel with Key,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) MPN: DDT01, PV6VN Compatible with: Dell PowerEdge T640 Tower Servers!",,servers
RAISING ELECTRONICS 9U Stand Open Rack Equipment fram for Server Networking and Data Server,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 1.Fit 19"" Wide Standard Equipment. 2.Free Standing Rack, very stable to secure your equipment. 3.Light Weight and durable, premium quality craftsmanship *50LB Capacity.* 4.Assembled Size: 18.75""H x 21.35""W x 12.5""D. 5.Server square screw holes, also M6 screws and cage nuts are included.",,servers
"Dell EMC PowerEdge R540, R740, R740xd Server Standard Security Front Bezel - 8CW5K",,,servers
RAISING ELECTRONICS 6U Stand Open Rack Equipment fram for Server Networking and Data System,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 1.Fit 19"" Wide Standard Equipment. 2.Free Standing Rack, very stable to secure your equipment. 3.Light Weight and durable, premium quality craftsmanship *50LB Capacity.* 4.Assembled Size: 13.5""H x 21.35""W x 12.5""D. 5.Server square screw holes, also M6 screws and cage nuts are included.",,servers
New Air Cooler Heat Sink Compatible with Dell PowerEdge T440 T640 Tower Server 489KP 0489KP w/Bracket,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fit Models : For Dell PowerEdge T440 T640 Tower Server Compatible PN: For 489KP 0489KP You will receive: 1x Heatsink Ensure it is compatible with your model and check pictures for more details",,servers
BestParts New 2U Sliding Ready Rail Kit Compatible with Dell Poweredge R520 R540 R720 R720XD R730 R740 R820 0PWN3 H4 X 6 in Box,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) P/N: 0PWN3 00PWN3 H4X6X 0H4X6X * Material: Metal * Compatible with: Dell Poweredge R830 R820 R740 R730 R720 R720XD R540 R530 R520 R510 * You will receive: 1 x Sliding Rail Kit as Pictured",,servers
"Dell PowerEdge R510, R520, R720, R720XD, R730, R730XD, R820 Front Bezel - TFV72","This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Dell PowerEdge Server Security Silver Bezel, Including Key Compatible with Dell PowerEdge R510, R520, R720, R720XD, R730, R730XD, and R820 Servers",,servers
